gen1	gen2	phenotype	pvalue
RRP	RP	devL1LP	4.24e-05
RP	RRR	devL1LP	1.1e-24
RRR	RP	devL1LP	1.1e-24
RP	S	devL1LP	4.01e-07
S	RP	devL1LP	4.01e-07
RP	SS	devL1LP	0.0037046440000000004
SS	RP	devL1LP	0.0037046440000000004
RP	SSS	devL1LP	0.020856473
SSS	RP	devL1LP	0.020856473
RPP	RPR	devL1LP	1.1400000000000001e-21
RPR	RPP	devL1LP	1.1400000000000001e-21
RPP	RR	devL1LP	7.63e-24
RR	RPP	devL1LP	7.63e-24
RPP	RRP	devL1LP	1.0
RRP	RPP	devL1LP	1.0
RPP	RRR	devL1LP	6.790000000000001e-19
RRR	RPP	devL1LP	6.790000000000001e-19
RPP	S	devL1LP	0.073805563
S	RPP	devL1LP	0.073805563
RPP	SS	devL1LP	1.0
SS	RPP	devL1LP	1.0
RPP	SSS	devL1LP	1.0
SSS	RPP	devL1LP	1.0
RPR	RR	devL1LP	1.0
RR	RPR	devL1LP	1.0
RPR	RRP	devL1LP	1.04e-12
RRP	RPR	devL1LP	1.04e-12
RPR	RRR	devL1LP	1.0
RRR	RPR	devL1LP	1.0
RPR	S	devL1LP	7.32e-13
S	RPR	devL1LP	7.32e-13
RPR	SS	devL1LP	2.75e-14
SS	RPR	devL1LP	2.75e-14
RPR	SSS	devL1LP	1.4499999999999999e-08
SSS	RPR	devL1LP	1.4499999999999999e-08
RR	RRP	devL1LP	5.82e-14
RRP	RR	devL1LP	5.82e-14
RR	RRR	devL1LP	1.0
RRR	RR	devL1LP	1.0
RR	S	devL1LP	2.25e-14
S	RR	devL1LP	2.25e-14
RR	SS	devL1LP	1.47e-15
SS	RR	devL1LP	1.47e-15
RR	SSS	devL1LP	4.99e-09
SSS	RR	devL1LP	4.99e-09
RRP	RRR	devL1LP	1.9800000000000001e-10
RRR	RRP	devL1LP	1.9800000000000001e-10
RRP	S	devL1LP	1.0
S	RRP	devL1LP	1.0
RRP	SS	devL1LP	1.0
SS	RRP	devL1LP	1.0
RRP	SSS	devL1LP	1.0
SSS	RRP	devL1LP	1.0
RRR	S	devL1LP	1.93e-10
S	RRR	devL1LP	1.93e-10
RRR	SS	devL1LP	5.52e-12
SS	RRR	devL1LP	5.52e-12
RRR	SSS	devL1LP	5.78e-07
SSS	RRR	devL1LP	5.78e-07
S	SS	devL1LP	1.0
SS	S	devL1LP	1.0
S	SSS	devL1LP	1.0
SSS	S	devL1LP	1.0
SS	SSS	devL1LP	1.0
SSS	SS	devL1LP	1.0
P	PP	devLPA	1.0
PP	P	devLPA	1.0
P	PPP	devLPA	0.001108138
PPP	P	devLPA	0.001108138
P	PPR	devLPA	1.0
PPR	P	devLPA	1.0
P	PR	devLPA	0.520371434
PR	P	devLPA	0.520371434
P	PRP	devLPA	1.56e-07
PRP	P	devLPA	1.56e-07
P	PRR	devLPA	1.0
PRR	P	devLPA	1.0
P	R	devLPA	1.0
R	P	devLPA	1.0
P	RP	devLPA	1.0
RP	P	devLPA	1.0
P	RPP	devLPA	1.0
RPP	P	devLPA	1.0
P	RPR	devLPA	1.0
RPR	P	devLPA	1.0
P	RR	devLPA	7.49e-12
RR	P	devLPA	7.49e-12
P	RRP	devLPA	1.0
RRP	P	devLPA	1.0
P	RRR	devLPA	1.0
RRR	P	devLPA	1.0
P	S	devLPA	1.0
S	P	devLPA	1.0
P	SS	devLPA	0.994122389
SS	P	devLPA	0.994122389
P	SSS	devLPA	1.0
SSS	P	devLPA	1.0
PP	PPP	devLPA	0.9817593370000001
PPP	PP	devLPA	0.9817593370000001
PP	PPR	devLPA	1.0
PPR	PP	devLPA	1.0
PP	PR	devLPA	1.0
PR	PP	devLPA	1.0
PP	PRP	devLPA	0.005194720999999999
PRP	PP	devLPA	0.005194720999999999
PP	PRR	devLPA	1.0
PRR	PP	devLPA	1.0
PP	R	devLPA	1.0
R	PP	devLPA	1.0
PP	RP	devLPA	1.0
RP	PP	devLPA	1.0
PP	RPP	devLPA	1.0
RPP	PP	devLPA	1.0
PP	RPR	devLPA	1.0
RPR	PP	devLPA	1.0
PP	RR	devLPA	8.25e-06
RR	PP	devLPA	8.25e-06
PP	RRP	devLPA	1.0
RRP	PP	devLPA	1.0
PP	RRR	devLPA	1.0
RRR	PP	devLPA	1.0
PP	S	devLPA	1.0
S	PP	devLPA	1.0
PP	SS	devLPA	1.0
SS	PP	devLPA	1.0
PP	SSS	devLPA	1.0
SSS	PP	devLPA	1.0
PPP	PPR	devLPA	0.011470848
PPR	PPP	devLPA	0.011470848
PPP	PR	devLPA	1.0
PR	PPP	devLPA	1.0
PPP	PRP	devLPA	1.0
PRP	PPP	devLPA	1.0
PPP	PRR	devLPA	0.004511714
PRR	PPP	devLPA	0.004511714
PPP	R	devLPA	1.0
R	PPP	devLPA	1.0
PPP	RP	devLPA	1.0
RP	PPP	devLPA	1.0
PPP	RPP	devLPA	0.000137015
RPP	PPP	devLPA	0.000137015
PPP	RPR	devLPA	1.0
RPR	PPP	devLPA	1.0
PPP	RR	devLPA	1.0
RR	PPP	devLPA	1.0
PPP	RRP	devLPA	0.9458735620000001
RRP	PPP	devLPA	0.9458735620000001
PPP	RRR	devLPA	1.0
RRR	PPP	devLPA	1.0
PPP	S	devLPA	9.23e-05
S	PPP	devLPA	9.23e-05
PPP	SS	devLPA	1.0
SS	PPP	devLPA	1.0
PPP	SSS	devLPA	0.677016828
SSS	PPP	devLPA	0.677016828
PPR	PR	devLPA	0.989058852
PR	PPR	devLPA	0.989058852
PPR	PRP	devLPA	4.49e-05
PRP	PPR	devLPA	4.49e-05
PPR	PRR	devLPA	1.0
PRR	PPR	devLPA	1.0
PPR	R	devLPA	1.0
R	PPR	devLPA	1.0
PPR	RP	devLPA	1.0
RP	PPR	devLPA	1.0
PPR	RPP	devLPA	1.0
RPP	PPR	devLPA	1.0
PPR	RPR	devLPA	1.0
RPR	PPR	devLPA	1.0
PPR	RR	devLPA	9.67e-08
RR	PPR	devLPA	9.67e-08
PPR	RRP	devLPA	1.0
RRP	PPR	devLPA	1.0
PPR	RRR	devLPA	1.0
RRR	PPR	devLPA	1.0
PPR	S	devLPA	1.0
S	PPR	devLPA	1.0
PPR	SS	devLPA	1.0
SS	PPR	devLPA	1.0
PPR	SSS	devLPA	1.0
SSS	PPR	devLPA	1.0
PR	PRP	devLPA	0.231154074
PRP	PR	devLPA	0.231154074
PR	PRR	devLPA	0.7315988059999999
PRR	PR	devLPA	0.7315988059999999
PR	R	devLPA	1.0
R	PR	devLPA	1.0
PR	RP	devLPA	1.0
RP	PR	devLPA	1.0
PR	RPP	devLPA	0.073871595
RPP	PR	devLPA	0.073871595
PR	RPR	devLPA	1.0
RPR	PR	devLPA	1.0
PR	RR	devLPA	0.0010661169999999999
RR	PR	devLPA	0.0010661169999999999
PR	RRP	devLPA	1.0
RRP	PR	devLPA	1.0
PR	RRR	devLPA	1.0
RRR	PR	devLPA	1.0
PR	S	devLPA	0.07615106099999999
S	PR	devLPA	0.07615106099999999
PR	SS	devLPA	1.0
SS	PR	devLPA	1.0
PR	SSS	devLPA	1.0
SSS	PR	devLPA	1.0
PRP	PRR	devLPA	5.77e-06
PRR	PRP	devLPA	5.77e-06
PRP	R	devLPA	0.012518048
R	PRP	devLPA	0.012518048
PRP	RP	devLPA	1.0
RP	PRP	devLPA	1.0
PRP	RPP	devLPA	2.0699999999999997e-08
RPP	PRP	devLPA	2.0699999999999997e-08
PRP	RPR	devLPA	0.085207046
RPR	PRP	devLPA	0.085207046
PRP	RR	devLPA	1.0
RR	PRP	devLPA	1.0
PRP	RRP	devLPA	0.004150831
RRP	PRP	devLPA	0.004150831
PRP	RRR	devLPA	0.6704275820000001
RRR	PRP	devLPA	0.6704275820000001
PRP	S	devLPA	4.9e-09
S	PRP	devLPA	4.9e-09
PRP	SS	devLPA	0.338901624
SS	PRP	devLPA	0.338901624
PRP	SSS	devLPA	0.011533671
SSS	PRP	devLPA	0.011533671
PRR	R	devLPA	1.0
R	PRR	devLPA	1.0
PRR	RP	devLPA	1.0
RP	PRR	devLPA	1.0
PRR	RPP	devLPA	1.0
RPP	PRR	devLPA	1.0
PRR	RPR	devLPA	1.0
RPR	PRR	devLPA	1.0
PRR	RR	devLPA	3.4799999999999996e-09
RR	PRR	devLPA	3.4799999999999996e-09
PRR	RRP	devLPA	1.0
RRP	PRR	devLPA	1.0
PRR	RRR	devLPA	1.0
RRR	PRR	devLPA	1.0
PRR	S	devLPA	1.0
S	PRR	devLPA	1.0
PRR	SS	devLPA	1.0
SS	PRR	devLPA	1.0
PRR	SSS	devLPA	1.0
SSS	PRR	devLPA	1.0
R	RP	devLPA	1.0
RP	R	devLPA	1.0
R	RPP	devLPA	0.477037205
RPP	R	devLPA	0.477037205
R	RPR	devLPA	1.0
RPR	R	devLPA	1.0
R	RR	devLPA	1.64e-05
RR	R	devLPA	1.64e-05
R	RRP	devLPA	1.0
RRP	R	devLPA	1.0
R	RRR	devLPA	1.0
RRR	R	devLPA	1.0
R	S	devLPA	0.558297202
S	R	devLPA	0.558297202
R	SS	devLPA	1.0
SS	R	devLPA	1.0
R	SSS	devLPA	1.0
SSS	R	devLPA	1.0
RP	RPP	devLPA	0.43143900399999996
RPP	RP	devLPA	0.43143900399999996
RP	RPR	devLPA	1.0
RPR	RP	devLPA	1.0
RP	RR	devLPA	0.044289809000000006
RR	RP	devLPA	0.044289809000000006
RP	RRP	devLPA	1.0
RRP	RP	devLPA	1.0
RP	RRR	devLPA	1.0
RRR	RP	devLPA	1.0
RP	S	devLPA	0.580753098
S	RP	devLPA	0.580753098
RP	SS	devLPA	1.0
SS	RP	devLPA	1.0
RP	SSS	devLPA	1.0
SSS	RP	devLPA	1.0
RPP	RPR	devLPA	1.0
RPR	RPP	devLPA	1.0
RPP	RR	devLPA	1.43e-12
RR	RPP	devLPA	1.43e-12
RPP	RRP	devLPA	1.0
RRP	RPP	devLPA	1.0
RPP	RRR	devLPA	0.22020319
RRR	RPP	devLPA	0.22020319
RPP	S	devLPA	1.0
S	RPP	devLPA	1.0
RPP	SS	devLPA	0.157817605
SS	RPP	devLPA	0.157817605
RPP	SSS	devLPA	1.0
SSS	RPP	devLPA	1.0
RPR	RR	devLPA	0.000541198
RR	RPR	devLPA	0.000541198
RPR	RRP	devLPA	1.0
RRP	RPR	devLPA	1.0
RPR	RRR	devLPA	1.0
RRR	RPR	devLPA	1.0
RPR	S	devLPA	1.0
S	RPR	devLPA	1.0
RPR	SS	devLPA	1.0
SS	RPR	devLPA	1.0
RPR	SSS	devLPA	1.0
SSS	RPR	devLPA	1.0
RR	RRP	devLPA	5.0999999999999995e-06
RRP	RR	devLPA	5.0999999999999995e-06
RR	RRR	devLPA	0.007695775
RRR	RR	devLPA	0.007695775
RR	S	devLPA	1.02e-13
S	RR	devLPA	1.02e-13
RR	SS	devLPA	0.002356661
SS	RR	devLPA	0.002356661
RR	SSS	devLPA	9.790000000000001e-05
SSS	RR	devLPA	9.790000000000001e-05
RRP	RRR	devLPA	1.0
RRR	RRP	devLPA	1.0
RRP	S	devLPA	1.0
S	RRP	devLPA	1.0
RRP	SS	devLPA	1.0
SS	RRP	devLPA	1.0
RRP	SSS	devLPA	1.0
SSS	RRP	devLPA	1.0
RRR	S	devLPA	0.274412191
S	RRR	devLPA	0.274412191
RRR	SS	devLPA	1.0
SS	RRR	devLPA	1.0
RRR	SSS	devLPA	1.0
SSS	RRR	devLPA	1.0
S	SS	devLPA	0.184434248
SS	S	devLPA	0.184434248
S	SSS	devLPA	1.0
SSS	S	devLPA	1.0
SS	SSS	devLPA	1.0
SSS	SS	devLPA	1.0
